Summary Results Report,,,,,,,,,,OFFICIAL RESULTS,,,,,,,,,
General Election,,,,,,,,,,,,,,,,,,,
"November 5, 2024",,,,,,,,,,"Monongalia County, West Virginia",,,,,,,,,
PRECINCT 1,,,,,,,,,,,,,,,,,,,
Statistics,,TOTAL,,Election Day,,Early Vote,,Absentee,,,Canvass,,Absentee After ED,,Provisional,,,,
REP BOB ANDRIOTTO,,"1,228",,75.48%,,465,,736,,,23,,0,,3,,1,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,18,,1.11%,,5,,13,,,0,,0,,0,,0,,
Total Votes Cast,,"1,246",,76.58%,,470,,749,,,23,,0,,3,,1,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,381,,23.42%,,123,,242,,,14,,0,,1,,1,,
Contest Totals,,"1,627",,100.00%,,593,,991,,,37,,0,,4,,2,,
,AMENDMENT NO. 1,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
For,,556,,34.17%,,189,,348,,,17,,0,,2,,0,,
Against,,884,,54.33%,,315,,553,,,16,,0,,0,,0,,
Total Votes Cast,,"1,440",,88.51%,,504,,901,,,33,,0,,2,,0,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,187,,11.49%,,89,,90,,,4,,0,,2,,2,,
Contest Totals,,"1,627",,100.00%,,593,,991,,,37,,0,,4,,2,,
Precinct Summary - 11/12/2024     2:58 PM,,,,,,,,,,222,,,,,,,,, of 258
Report generated with Electionware Copyright © 2007-2019,,,,,,,,,,,,,,,,,,,
Summary Results Report,,,,,,,,,,OFFICIAL RESULTS,,,,,,,,,
General Election,,,,,,,,,,,,,,,,,,,
"November 5, 2024",,,,,,,,,,"Monongalia County, West Virginia",,,,,,,,,
PRECINCT 78,,,,,,,,,,,,,,,,,,,
Statistics,,TOTAL,,Election Day,,Early Vote,,Absentee,,,Canvass,,Absentee After ED,,Provisional,,,,
Registered Voters - Total,,"2,376",,,,,,,,,,,,,,,,,
Ballots Cast - Total,,"1,695",,629,,"1,000",,62,,,0,,4,,0,,,,
Ballots Cast - Blank,,0,,0,,0,,0,,,0,,0,,0,,,,
Voter Turnout - Total,,71.34%,,,,,,,,,,,,,,,,,
,FOR PRESIDENT,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP DONALD J. TRUMP,,823,,48.55%,,336,,461,,,25,,0,,1,,0,,
DEM KAMALA D. HARRIS,,795,,46.90%,,253,,505,,,35,,0,,2,,0,,
LBN CHASE OLIVER,,13,,0.77%,,11,,2,,,0,,0,,0,,0,,
MTN JILL STEIN,,6,,0.35%,,2,,4,,,0,,0,,0,,0,,
IND ROBERT F. KENNEDY JR.,,24,,1.42%,,10,,13,,,1,,0,,0,,0,,
Write-In Totals,,17,,1.00%,,6,,10,,,1,,0,,0,,0,,
Total Votes Cast,,"1,678",,99.00%,,618,,995,,,62,,0,,3,,0,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,17,,1.00%,,11,,5,,,0,,0,,1,,0,,
Contest Totals,,"1,695",,100.00%,,629,,"1,000",,,62,,0,,4,,0,,
,FOR U.S. SENATOR,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP JIM JUSTICE,,854,,50.38%,,326,,499,,,28,,0,,1,,0,,
DEM GLENN ELLIOTT,,723,,42.65%,,247,,442,,,32,,0,,2,,0,,
LBN DAVID MORAN,,81,,4.78%,,39,,40,,,2,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,3,,0.18%,,2,,1,,,0,,0,,0,,0,,
Total Votes Cast,,"1,661",,97.99%,,614,,982,,,62,,0,,3,,0,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,34,,2.01%,,15,,18,,,0,,0,,1,,0,,
Contest Totals,,"1,695",,100.00%,,629,,"1,000",,,62,,0,,4,,0,,
,FOR U.S. HOUSE OF REPS 2ND DIST,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP RILEY MOORE,,885,,52.21%,,356,,500,,,27,,0,,2,,0,,
DEM STEVEN WENDELIN,,726,,42.83%,,233,,458,,,33,,0,,2,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,1,,0.06%,,1,,0,,,0,,0,,0,,0,,
Total Votes Cast,,"1,612",,95.10%,,590,,958,,,60,,0,,4,,0,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,83,,4.90%,,39,,42,,,2,,0,,0,,0,,
Contest Totals,,"1,695",,100.00%,,629,,"1,000",,,62,,0,,4,,0,,
Precinct Summary - 11/12/2024     2:58 PM,,,,,,,,,,223,,,,,,,,, of 258
Report generated with Electionware Copyright © 2007-2019,,,,,,,,,,,,,,,,,,,
Summary Results Report,,,,,,,,,,OFFICIAL RESULTS,,,,,,,,,
General Election,,,,,,,,,,,,,,,,,,,
"November 5, 2024",,,,,,,,,,"Monongalia County, West Virginia",,,,,,,,,
PRECINCT 78,,,,,,,,,,,,,,,,,,,
,FOR GOVERNOR,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP PATRICK MORRISEY,,810,,47.79%,,312,,470,,,26,,0,,2,,0,,
DEM STEVE WILLIAMS,,740,,43.66%,,240,,469,,,29,,0,,2,,0,,
LBN ERIKA KLIE KOLENICH,,74,,4.37%,,37,,35,,,2,,0,,0,,0,,
MTN CHASE LINKO-LOOPER,,13,,0.77%,,8,,5,,,0,,0,,0,,0,,
CST S. MARSHALL WILSON,,6,,0.35%,,5,,1,,,0,,0,,0,,0,,
Write-In Totals,,2,,0.12%,,2,,0,,,0,,0,,0,,0,,
Total Votes Cast,,"1,645",,97.05%,,604,,980,,,57,,0,,4,,0,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,50,,2.95%,,25,,20,,,5,,0,,0,,0,,
Contest Totals,,"1,695",,100.00%,,629,,"1,000",,,62,,0,,4,,0,,
,FOR SECRETARY OF STATE,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP KRIS WARNER,,894,,52.74%,,358,,506,,,28,,0,,2,,0,,
DEM THORNTON COOPER,,721,,42.54%,,228,,460,,,31,,0,,2,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,2,,0.12%,,1,,1,,,0,,0,,0,,0,,
Total Votes Cast,,"1,617",,95.40%,,587,,967,,,59,,0,,4,,0,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,78,,4.60%,,42,,33,,,3,,0,,0,,0,,
Contest Totals,,"1,695",,100.00%,,629,,"1,000",,,62,,0,,4,,0,,
,FOR AUDITOR,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP MARK HUNT,,822,,48.50%,,320,,473,,,28,,0,,1,,0,,
DEM MARY ANN ROEBUCK CLAYTOR,,766,,45.19%,,252,,481,,,31,,0,,2,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Total Votes Cast,,"1,588",,93.69%,,572,,954,,,59,,0,,3,,0,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,107,,6.31%,,57,,46,,,3,,0,,1,,0,,
Contest Totals,,"1,695",,100.00%,,629,,"1,000",,,62,,0,,4,,0,,
Precinct Summary - 11/12/2024     2:58 PM,,,,,,,,,,224,,,,,,,,, of 258
Report generated with Electionware Copyright © 2007-2019,,,,,,,,,,,,,,,,,,,
Summary Results Report,,,,,,,,,,OFFICIAL RESULTS,,,,,,,,,
General Election,,,,,,,,,,,,,,,,,,,
"November 5, 2024",,,,,,,,,,"Monongalia County, West Virginia",,,,,,,,,
PRECINCT 78,,,,,,,,,,,,,,,,,,,
,FOR TREASURER,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP LARRY PACK,,"1,244",,73.39%,,490,,709,,,42,,0,,3,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,22,,1.30%,,9,,12,,,1,,0,,0,,0,,
Total Votes Cast,,"1,266",,74.69%,,499,,721,,,43,,0,,3,,0,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,429,,25.31%,,130,,279,,,19,,0,,1,,0,,
Contest Totals,,"1,695",,100.00%,,629,,"1,000",,,62,,0,,4,,0,,
,FOR COMMISSIONER OF AGRICULTURE,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP KENT LEONHARDT,,900,,53.10%,,356,,515,,,28,,0,,1,,0,,
DEM DEBORAH STILES,,691,,40.77%,,223,,437,,,29,,0,,2,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,3,,0.18%,,1,,2,,,0,,0,,0,,0,,
Total Votes Cast,,"1,594",,94.04%,,580,,954,,,57,,0,,3,,0,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,101,,5.96%,,49,,46,,,5,,0,,1,,0,,
Contest Totals,,"1,695",,100.00%,,629,,"1,000",,,62,,0,,4,,0,,
,FOR ATTORNEY GENERAL,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
"REP JOHN ""JB"" McCUSKEY",,869,,51.27%,,347,,492,,,29,,0,,1,,0,,
DEM TERESA TORISEVA,,735,,43.36%,,241,,463,,,29,,0,,2,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Total Votes Cast,,"1,604",,94.63%,,588,,955,,,58,,0,,3,,0,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,91,,5.37%,,41,,45,,,4,,0,,1,,0,,
Contest Totals,,"1,695",,100.00%,,629,,"1,000",,,62,,0,,4,,0,,
Precinct Summary - 11/12/2024     2:58 PM,,,,,,,,,,225,,,,,,,,, of 258
Report generated with Electionware Copyright © 2007-2019,,,,,,,,,,,,,,,,,,,
Summary Results Report,,,,,,,,,,OFFICIAL RESULTS,,,,,,,,,
General Election,,,,,,,,,,,,,,,,,,,
"November 5, 2024",,,,,,,,,,"Monongalia County, West Virginia",,,,,,,,,
PRECINCT 78,,,,,,,,,,,,,,,,,,,
,FOR STATE SENATOR 2ND DISTRICT,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP CHRIS ROSE,,"1,243",,73.33%,,492,,709,,,40,,0,,2,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,19,,1.12%,,8,,11,,,0,,0,,0,,0,,
Total Votes Cast,,"1,262",,74.45%,,500,,720,,,40,,0,,2,,0,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,433,,25.55%,,129,,280,,,22,,0,,2,,0,,
Contest Totals,,"1,695",,100.00%,,629,,"1,000",,,62,,0,,4,,0,,
,FOR MEMBER OF HOUSE OF DELEGATES 82ND DISTRICT,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP DAVID  McCORMICK,,874,,51.56%,,360,,486,,,27,,0,,1,,0,,
DEM BILL REGER-NASH,,754,,44.48%,,235,,486,,,30,,0,,3,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Total Votes Cast,,"1,628",,96.05%,,595,,972,,,57,,0,,4,,0,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,67,,3.95%,,34,,28,,,5,,0,,0,,0,,
Contest Totals,,"1,695",,100.00%,,629,,"1,000",,,62,,0,,4,,0,,
,FOR COUNTY COMMISSIONER,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP MARYANN (BABICH) FOLZ,,734,,43.30%,,299,,410,,,24,,0,,1,,0,,
DEM TOM  BLOOM,,878,,51.80%,,292,,548,,,35,,0,,3,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Total Votes Cast,,"1,612",,95.10%,,591,,958,,,59,,0,,4,,0,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,83,,4.90%,,38,,42,,,3,,0,,0,,0,,
Contest Totals,,"1,695",,100.00%,,629,,"1,000",,,62,,0,,4,,0,,
Precinct Summary - 11/12/2024     2:58 PM,,,,,,,,,,226,,,,,,,,, of 258
Report generated with Electionware Copyright © 2007-2019,,,,,,,,,,,,,,,,,,,
Summary Results Report,,,,,,,,,,OFFICIAL RESULTS,,,,,,,,,
General Election,,,,,,,,,,,,,,,,,,,
"November 5, 2024",,,,,,,,,,"Monongalia County, West Virginia",,,,,,,,,
PRECINCT 78,,,,,,,,,,,,,,,,,,,
,FOR PROSECUTING ATTORNEY,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
"DEM GABRIELLE ""GABE"" MUCCIOLA",,"1,230",,72.57%,,450,,730,,,46,,0,,4,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,11,,0.65%,,7,,4,,,0,,0,,0,,0,,
Total Votes Cast,,"1,241",,73.22%,,457,,734,,,46,,0,,4,,0,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,454,,26.78%,,172,,266,,,16,,0,,0,,0,,
Contest Totals,,"1,695",,100.00%,,629,,"1,000",,,62,,0,,4,,0,,
,FOR SHERIFF,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP JASON MORGAN,,746,,44.01%,,304,,414,,,28,,0,,0,,0,,
DEM TODD FORBES,,861,,50.80%,,287,,541,,,30,,0,,3,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Total Votes Cast,,"1,607",,94.81%,,591,,955,,,58,,0,,3,,0,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,88,,5.19%,,38,,45,,,4,,0,,1,,0,,
Contest Totals,,"1,695",,100.00%,,629,,"1,000",,,62,,0,,4,,0,,
,FOR ASSESSOR,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP RICH JACOBS,,643,,37.94%,,258,,365,,,19,,0,,1,,0,,
DEM MARK A. MUSICK,,973,,57.40%,,334,,600,,,37,,0,,2,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Total Votes Cast,,"1,616",,95.34%,,592,,965,,,56,,0,,3,,0,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,79,,4.66%,,37,,35,,,6,,0,,1,,0,,
Contest Totals,,"1,695",,100.00%,,629,,"1,000",,,62,,0,,4,,0,,
Precinct Summary - 11/12/2024     2:58 PM,,,,,,,,,,227,,,,,,,,, of 258
Report generated with Electionware Copyright © 2007-2019,,,,,,,,,,,,,,,,,,,
Summary Results Report,,,,,,,,,,OFFICIAL RESULTS,,,,,,,,,
General Election,,,,,,,,,,,,,,,,,,,
"November 5, 2024",,,,,,,,,,"Monongalia County, West Virginia",,,,,,,,,
PRECINCT 78,,,,,,,,,,,,,,,,,,,
,FOR SURVEYOR,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP BOB ANDRIOTTO,,"1,240",,73.16%,,487,,708,,,42,,0,,3,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,17,,1.00%,,9,,8,,,0,,0,,0,,0,,
Total Votes Cast,,"1,257",,74.16%,,496,,716,,,42,,0,,3,,0,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,438,,25.84%,,133,,284,,,20,,0,,1,,0,,
Contest Totals,,"1,695",,100.00%,,629,,"1,000",,,62,,0,,4,,0,,
,AMENDMENT NO. 1,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
For,,555,,32.74%,,226,,309,,,20,,0,,0,,0,,
Against,,951,,56.11%,,312,,601,,,34,,0,,4,,0,,
Total Votes Cast,,"1,506",,88.85%,,538,,910,,,54,,0,,4,,0,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,189,,11.15%,,91,,90,,,8,,0,,0,,0,,
Contest Totals,,"1,695",,100.00%,,629,,"1,000",,,62,,0,,4,,0,,
Precinct Summary - 11/12/2024     2:58 PM,,,,,,,,,,228,,,,,,,,, of 258
Report generated with Electionware Copyright © 2007-2019,,,,,,,,,,,,,,,,,,,
Summary Results Report,,,,,,,,,,OFFICIAL RESULTS,,,,,,,,,
General Election,,,,,,,,,,,,,,,,,,,
"November 5, 2024",,,,,,,,,,"Monongalia County, West Virginia",,,,,,,,,
PRECINCT 79,,,,,,,,,,,,,,,,,,,
Statistics,,TOTAL,,Election Day,,Early Vote,,Absentee,,,Canvass,,Absentee After ED,,Provisional,,,,
Registered Voters - Total,,"2,476",,,,,,,,,,,,,,,,,
Ballots Cast - Total,,"1,819",,746,,"1,015",,49,,,0,,6,,3,,,,
Ballots Cast - Blank,,0,,0,,0,,0,,,0,,0,,0,,,,
Voter Turnout - Total,,73.47%,,,,,,,,,,,,,,,,,
,FOR PRESIDENT,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP DONALD J. TRUMP,,"1,021",,56.13%,,469,,531,,,19,,0,,0,,2,,
DEM KAMALA D. HARRIS,,714,,39.25%,,234,,444,,,29,,0,,6,,1,,
LBN CHASE OLIVER,,19,,1.04%,,6,,12,,,1,,0,,0,,0,,
MTN JILL STEIN,,11,,0.60%,,6,,5,,,0,,0,,0,,0,,
IND ROBERT F. KENNEDY JR.,,28,,1.54%,,16,,12,,,0,,0,,0,,0,,
Write-In Totals,,13,,0.71%,,9,,4,,,0,,0,,0,,0,,
Total Votes Cast,,"1,806",,99.29%,,740,,"1,008",,,49,,0,,6,,3,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,13,,0.71%,,6,,7,,,0,,0,,0,,0,,
Contest Totals,,"1,819",,100.00%,,746,,"1,015",,,49,,0,,6,,3,,
,FOR U.S. SENATOR,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP JIM JUSTICE,,"1,020",,56.07%,,455,,544,,,19,,0,,0,,2,,
DEM GLENN ELLIOTT,,688,,37.82%,,224,,429,,,28,,0,,6,,1,,
LBN DAVID MORAN,,77,,4.23%,,49,,26,,,2,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,2,,0.11%,,2,,0,,,0,,0,,0,,0,,
Total Votes Cast,,"1,787",,98.24%,,730,,999,,,49,,0,,6,,3,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,32,,1.76%,,16,,16,,,0,,0,,0,,0,,
Contest Totals,,"1,819",,100.00%,,746,,"1,015",,,49,,0,,6,,3,,
,FOR U.S. HOUSE OF REPS 2ND DIST,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP RILEY MOORE,,"1,088",,59.81%,,506,,559,,,20,,0,,0,,3,,
DEM STEVEN WENDELIN,,662,,36.39%,,207,,421,,,28,,0,,6,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,2,,0.11%,,2,,0,,,0,,0,,0,,0,,
Total Votes Cast,,"1,752",,96.32%,,715,,980,,,48,,0,,6,,3,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,67,,3.68%,,31,,35,,,1,,0,,0,,0,,
Contest Totals,,"1,819",,100.00%,,746,,"1,015",,,49,,0,,6,,3,,
Precinct Summary - 11/12/2024     2:58 PM,,,,,,,,,,229,,,,,,,,, of 258
Report generated with Electionware Copyright © 2007-2019,,,,,,,,,,,,,,,,,,,
Summary Results Report,,,,,,,,,,OFFICIAL RESULTS,,,,,,,,,
General Election,,,,,,,,,,,,,,,,,,,
"November 5, 2024",,,,,,,,,,"Monongalia County, West Virginia",,,,,,,,,
PRECINCT 79,,,,,,,,,,,,,,,,,,,
,FOR GOVERNOR,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP PATRICK MORRISEY,,984,,54.10%,,444,,520,,,18,,0,,0,,2,,
DEM STEVE WILLIAMS,,710,,39.03%,,234,,441,,,28,,0,,6,,1,,
LBN ERIKA KLIE KOLENICH,,57,,3.13%,,35,,21,,,1,,0,,0,,0,,
MTN CHASE LINKO-LOOPER,,11,,0.60%,,7,,3,,,1,,0,,0,,0,,
CST S. MARSHALL WILSON,,7,,0.38%,,5,,2,,,0,,0,,0,,0,,
Write-In Totals,,5,,0.27%,,3,,1,,,1,,0,,0,,0,,
Total Votes Cast,,"1,774",,97.53%,,728,,988,,,49,,0,,6,,3,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,45,,2.47%,,18,,27,,,0,,0,,0,,0,,
Contest Totals,,"1,819",,100.00%,,746,,"1,015",,,49,,0,,6,,3,,
,FOR SECRETARY OF STATE,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP KRIS WARNER,,"1,079",,59.32%,,509,,545,,,22,,0,,1,,2,,
DEM THORNTON COOPER,,665,,36.56%,,205,,427,,,27,,0,,5,,1,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,2,,0.11%,,2,,0,,,0,,0,,0,,0,,
Total Votes Cast,,"1,746",,95.99%,,716,,972,,,49,,0,,6,,3,,
